StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q3,Q4,Q24,Q31_First Click,Q31_Last Click,Q31_Page Submit,Q31_Click Count,Q32,message_final,SC0,ID,backbutton,sourcefile,gender,age,string,U,V
2020-08-12 03:39:34,2020-08-12 03:48:15,IP Address,100,520,True,2020-08-12 03:48:15,R_3ixlk69WD5sEOPi,anonymous,EN,I certify that I am 18 years of age or older.,"Yes, I agree to take part.",None of the above,2.507,2.507,434.274,1,"I have found that the best way to reconcile online work and family obligations is to treat working online like you would a regular out of home job. If you freelance, set a dedicated work schedule to do work only and nothing else. Once you are finished working put it away and don't go back to it until the next scheduled time that you have set.

It helps to also set a schedule for family time or obligations. I think that prioritizing and being organized by using a schedule is a sucessful way to reconcile work and family obligations. This is the method that has worked best for me. 

When it's work time that is what you do, you work. When it is family time then that is what you do you spend time with family. 

People think that working online is a breeze but it takes a lot of self disipline and organization. I think it works best to have a dedicated room that you work in and when you're done for the day, you shut the door and walk away until the next day. It can be very challenging to work online at home but if done right it can be very rewarding.","I have found that the best way to reconcile online work and family obligations is to treat working online like you would a regular out of home job. If you freelance, set a dedicated work schedule to do work only and nothing else. Once you are finished working put it away and don't go back to it until the next scheduled time that you have set.

It helps to also set a schedule for family time or obligations. I think that prioritizing and being organized by using a schedule is a sucessful way to reconcile work and family obligations. This is the method that has worked best for me. 

When it's work time that is what you do, you work. When it is family time then that is what you do you spend time with family. 

People think that working online is a breeze but it takes a lot of self disipline and organization. I think it works best to have a dedicated room that you work in and when you're done for the day, you shut the door and walk away until the next day. It can be very challenging to work online at home but if done right it can be very rewarding.",0,1,gone,"F-OLD-S_August+12,+2020_12.33.csv",F,OLD,woman over 50 years old,2,2
2020-08-12 05:35:27,2020-08-12 05:45:09,IP Address,100,582,True,2020-08-12 05:45:09,R_2VIRzxQIgM4TZJM,anonymous,EN,I certify that I am 18 years of age or older.,"Yes, I agree to take part.",None of the above,0.873,459.127,466.315,5,"I would say that there are several things to consider when working from home and taking care of family obligations. The first thing that I do is choose my time to work when the rest of my family is otherwise occupied. I wait to start until I have prepared breakfast and gotten everyone settled into their day. This makes working from home much more doable. 

The second piece of advice that I would share is that the person who works from home must be able to switch tasks without a lot of difficulty. Let's face it, emergencies happen that the person working from home must deal with and being able to switch what you are doing is important.

 Probably the most important factor that makes up a successful online worker is patience and a positive attitude. Things go awry, and its best to not be too hard on yourself when they do. You will have good days and some that are not so good but overall things generally work out. I enjoy my online work even with the interruptions and dealing with family drama. Overall it has been a positive experience for me and one I plan to continue to engage in.","I would say that there are several things to consider when working from home and taking care of family obligations. The first thing that I do is choose my time to work when the rest of my family is otherwise occupied. I wait to start until I have prepared breakfast and gotten everyone settled into their day. This makes working from home much more doable. 

The second piece of advice that I would share is that the person who works from home must be able to switch tasks without a lot of difficulty. Let's face it, emergencies happen that the person working from home must deal with and being able to switch what you are doing is important.

 Probably the most important factor that makes up a successful online worker is patience and a positive attitude. Things go awry, and its best to not be too hard on yourself when they do. You will have good days and some that are not so good but overall things generally work out. I enjoy my online work even with the interruptions and dealing with family drama. Overall it has been a positive experience for me and one I plan to continue to engage in.",0,2,gone,"F-OLD-S_August+12,+2020_12.33.csv",F,OLD,woman over 50 years old,2,2
2020-08-12 07:08:38,2020-08-12 07:22:49,IP Address,100,851,True,2020-08-12 07:22:50,R_3r1kzeF85qgvkr2,anonymous,EN,I certify that I am 18 years of age or older.,"Yes, I agree to take part.",None of the above,9.822,719.728,762.45,10,I have found that if you sit down with your family and discuss what is needed you will have a better outcome. You should discuss the pro and cons of working online and dealing with family obligations.  For instance make time for breaks to fulfill family things.  Explain a schedule. It will be tough but once it becomes a routine the family will understand.  Make a room your office and explain that it is off limits.Maybe have your office far away from activity that goes on in the house.  Like I said it will take time to get use to it.  Put a sign on your door telling family that you are working.  I rewarded my kids with something special like making cookies or doing art projects. Spending quality time with them is a plus. I also find me time when everyone is content because that gives me the patience for the next day. Also a good night's sleep.  So remember to discuss the pros and cons and make sure you get everyone's input so that you can work a schedule with out arguments or temper tantrums.  I wish you luck on your journey of working at home with a family.,I have found that if you sit down with your family and discuss what is needed you will have a better outcome. You should discuss the pro and cons of working online and dealing with family obligations.  For instance make time for breaks to fulfill family things.  Explain a schedule. It will be tough but once it becomes a routine the family will understand.  Make a room your office and explain that it is off limits.Maybe have your office far away from activity that goes on in the house.  Like I said it will take time to get use to it.  Put a sign on your door telling family that you are working.  I rewarded my kids with something special like making cookies or doing art projects. Spending quality time with them is a plus. I also find me time when everyone is content because that gives me the patience for the next day. Also a good night's sleep.  So remember to discuss the pros and cons and make sure you get everyone's input so that you can work a schedule with out arguments or temper tantrums.  I wish you luck on your journey of working at home with a family.,0,3,gone,"F-OLD-S_August+12,+2020_12.33.csv",F,OLD,woman over 50 years old,2,2
2020-08-12 07:59:32,2020-08-12 08:07:34,IP Address,100,482,True,2020-08-12 08:07:35,R_1hAxbJFQ2nnfikR,anonymous,EN,I certify that I am 18 years of age or older.,"Yes, I agree to take part.",None of the above,1.568,406.79,425.983,8,"I believe that you must have organization. You need to have everyone on the same page.  when you are working you need  your family to support that this would be just like you went to an office. This is office time and  you should not be bothered. But you could have a regular meetup with your family at lunch time. You should also follow if work ends at 5 pm that you walk away from  your work and close that door till the next day. Unless of course you have some sort of pressing emergency at work. Your family as well needs to have a schedule that they follow. Like who is walking the dog, washing the dishes etc. Just because you are working from home don't be tempted to do these things if they were already family chores before. Because than you disrupt their schedule things to do. Working onliine at home it is also very easy to go about doing other things. That is why you need to put down I will work from 8-5 to make money. Online work is no different than going to a job, this is how you make your money. this has worked for me so that i concentrate on this task","I believe that you must have organization. You need to have everyone on the same page.  when you are working you need  your family to support that this would be just like you went to an office. This is office time and  you should not be bothered. But you could have a regular meetup with your family at lunch time. You should also follow if work ends at 5 pm that you walk away from  your work and close that door till the next day. Unless of course you have some sort of pressing emergency at work. Your family as well needs to have a schedule that they follow. Like who is walking the dog, washing the dishes etc. Just because you are working from home don't be tempted to do these things if they were already family chores before. Because than you disrupt their schedule things to do. Working onliine at home it is also very easy to go about doing other things. That is why you need to put down I will work from 8-5 to make money. Online work is no different than going to a job, this is how you make your money. this has worked for me so that i concentrate on this task",0,4,gone,"F-OLD-S_August+12,+2020_12.33.csv",F,OLD,woman over 50 years old,2,2
2020-08-13 10:22:42,2020-08-13 10:35:31,IP Address,100,769,True,2020-08-13 10:35:32,R_2R562GrrsDqf6eB,anonymous,EN,I certify that I am 18 years of age or older.,"Yes, I agree to take part.",None of the above,2.807,293.047,570.088,8,"Working online helps balance your day,  You can attend an online meeting while a load of laundry is going.  The point is, you can be more present in your family's lives.  Not only are you saving the eight hours traditionally spent in the office.  You are also saving commute time.  One of the huge benefits of working online is it's flexibility.  It allows you time in your day to go pick up a sick child at school.  Your office is open 24 hours a day so you can make up the time after the kids are in bed if you need to.  You can stop work to have a family dinner that you prepared earlier in the crock pot.  If you're behind, pick up later when all is quiet.  Many employers are flexible for this as they have families as well.  Yes, there are some who expect you to seated at your computer for at least eight hours per day, depending on your job.  Be sure to have the requirements understood before you begin work for that company.  Also be prepared for the occasional technical difficulty.  It's somewhat unavoidable.  But be sure to set up a comfortable environment where you can concentrate and enjoy your work and your family.","Working online helps balance your day,  You can attend an online meeting while a load of laundry is going.  The point is, you can be more present in your family's lives.  Not only are you saving the eight hours traditionally spent in the office.  You are also saving commute time.  One of the huge benefits of working online is it's flexibility.  It allows you time in your day to go pick up a sick child at school.  Your office is open 24 hours a day so you can make up the time after the kids are in bed if you need to.  You can stop work to have a family dinner that you prepared earlier in the crock pot.  If you're behind, pick up later when all is quiet.  Many employers are flexible for this as they have families as well.  Yes, there are some who expect you to be seated at your computer for at least eight hours per day, depending on your job.  Be sure to have the requirements understood before you begin work for that company.  Also be prepared for the occasional technical difficulty.  It's somewhat unavoidable.  But be sure to set up a comfortable environment where you can concentrate and enjoy your work and your family.",0,5,gone,"F-OLD-S_August+14,+2020_03.04.csv",F,OLD,woman over 50 years old,2,2
2020-08-13 12:56:02,2020-08-13 13:06:07,IP Address,100,604,True,2020-08-13 13:06:07,R_3PsPxpCrKgavh1C,anonymous,EN,I certify that I am 18 years of age or older.,"Yes, I agree to take part.",None of the above,1.802,406.597,494.337,5,"While online work may be helping to support you, family obligations never stop, no matter what is going on.  I have found that communication is the key to dealing with family no matter what the issue is.  If you must miss a family obligation due to your work online, you need to explain your situation to the family.  My extended family is now the cousins and their families.  We try and get together every 5 years.  I missed the last ""reunion"" because of a baby shower in my late husband's family.  I am not close to my brother-in-law since my husband died.  When I was invited to the shower I was thrilled and had an inner need to attend to show that I still desired to be a member of the family.  However, my cousins felt that I was turning my back on the reunion and my own family.  Through discussions with my oldest cousin, I got her to understand my situation and she was able to share this information with everyone else at the reunion.  I had to take a long weekend away from my online work, but family ties were more important at that time.  Hopefully I will be able to see all my cousins at the next reunion.","While online work may be helping to support you, family obligations never stop, no matter what is going on.  I have found that communication is the key to dealing with family no matter what the issue is.  If you must miss a family obligation due to your work online, you need to explain your situation to the family.  My extended family is now the cousins and their families.  We try and get together every 5 years.  I missed the last ""reunion"" because of a baby shower in my late husband's family.  I am not close to my brother-in-law since my husband died.  When I was invited to the shower I was thrilled and had an inner need to attend to show that I still desired to be a member of the family.  However, my cousins felt that I was turning my back on the reunion and my own family.  Through discussions with my oldest cousin, I got her to understand my situation and she was able to share this information with everyone else at the reunion.  I had to take a long weekend away from my online work, but family ties were more important at that time.  Hopefully I will be able to see all my cousins at the next reunion.",0,6,gone,"F-OLD-S_August+14,+2020_03.04.csv",F,OLD,woman over 50 years old,2,2
2020-08-13 14:11:32,2020-08-13 14:33:05,IP Address,100,1292,True,2020-08-13 14:33:05,R_1JDfffxFkV5sFoR,anonymous,EN,I certify that I am 18 years of age or older.,"Yes, I agree to take part.",None of the above,6.695,1100.961,1130.746,46,"I've been reconciling online work with family obligations for more than 20 years. Working online can be very beneficial -- in fact, I wouldn't have it any other way. The most important thing is setting boundaries with your family members. They must be made to know that when you are working, you are working and should not be disturbed unless something vital or drastic comes up. 

My worktime has been flexible. I get up hours before anyone else in the home so that I can work uninterrupted. At other times in my life I stayed up all night to have the office to myself. Creating a workspace in a quiet place in your home is very beneficial. Organizing housework and shopping so as to maximize the time you spend uninterrupted is essential, especially if you have no help with such things.

So much depends on your family situation, such as the ages of your children, whether you have a spouse at home, and if your children are old enough to take care of responsibilities such as cooking and cleaning. Having a spouse willing to help with family obligations is a wonderful thing, but not essential.  With cooperation from your family members it can all run very smoothly. 

If you have babies or very young children, you might have to bring in outside help. But I had three children under the age of three for two years (surprise twins!) and I managed well to work online with very little help from my spouse by simply trading sleep for time to work. It wasn't an ideal situation, but I managed. 
I wish you well with your endeavors!","I've been reconciling online work with family obligations for more than 20 years. Working online can be very beneficial -- in fact, I wouldn't have it any other way. The most important thing is setting boundaries with your family members. They must be made to know that when you are working, you are working and should not be disturbed unless something vital or drastic comes up. 

My worktime has been flexible. I get up hours before anyone else in the home so that I can work uninterrupted. At other times in my life I stayed up all night to have the office to myself. Creating a workspace in a quiet place in your home is very beneficial. Organizing housework and shopping so as to maximize the time you spend uninterrupted is essential, especially if you have no help with such things.

So much depends on your family situation, such as the ages of your children, whether you have a spouse at home, and if your children are old enough to take care of responsibilities such as cooking and cleaning. Having a spouse willing to help with family obligations is a wonderful thing, but not essential.  With cooperation from your family members it can all run very smoothly. 

If you have babies or very young children, you might have to bring in outside help. But I had three children under the age of three for two years (surprise twins!) and I managed well to work online with very little help from my spouse by simply trading sleep for time to work. It wasn't an ideal situation, but I managed. 
I wish you well with your endeavors!",0,7,gone,"F-OLD-S_August+14,+2020_03.04.csv",F,OLD,woman over 50 years old,2,2
2020-08-13 16:42:33,2020-08-13 16:58:24,IP Address,100,951,True,2020-08-13 16:58:25,R_2wjiSlBMXDhRjba,anonymous,EN,I certify that I am 18 years of age or older.,"Yes, I agree to take part.",None of the above,9.68,632.585,790.87,26,"I started doing work online due to financial difficulties about 9 months ago.  I am a homemaker and my family is used to be taken care of; meals, laundry, shopping cleaning are all my responsibilities in our house. Because of that, it was quite difficult when I first started and my husband, as well as my daughter, had to be understanding.  When you work online from home you have to set ground rules not only to others (no disturb sign at a certain time) but also to yourself.  You have to make it as much as possible as if you were going to the office and make sure the people around you understand and respect that.  You also need to take breaks in the same way as you would do if you were in an office; several times when I started working from home I made the mistake of skipping lunch because I was on a job I could not pass!  If you have done work on Mturk you know what I mean, you wait a little too long and the job is gone.  Skipping lunch or not taking regular breaks makes me grumpy and it didn't work too well with my family.  The other important thing is to not be afraid to ask for help from your partner or whoever live with you, you can not be expected to care for your family as much as you used to if you are sitting 8 hours a day at a computer trying to make money.  All consider it is a good experience and I am happy with it, so are my husband and daughter.","I started doing work online due to financial difficulties about 9 months ago.  I am a homemaker and my family is used to be taken care of; meals, laundry, shopping cleaning are all my responsibilities in our house. Because of that, it was quite difficult when I first started and my husband, as well as my daughter, had to be understanding.  When you work online from home you have to set ground rules not only to others (no disturb sign at a certain time) but also to yourself.  You have to make it as much as possible as if you were going to the office and make sure the people around you understand and respect that.  You also need to take breaks in the same way as you would do if you were in an office; several times when I started working from home I made the mistake of skipping lunch because I was on a job I could not pass!  If you have done work on Mturk you know what I mean, you wait a little too long and the job is gone.  Skipping lunch or not taking regular breaks makes me grumpy and it didn't work too well with my family.  The other important thing is to not be afraid to ask for help from your partner or whoever lives with you, you can not be expected to care for your family as much as you used to if you are sitting 8 hours a day at a computer trying to make money.  All consider it is a good experience and I am happy with it, so are my husband and daughter.",0,8,gone,"F-OLD-S_August+14,+2020_03.04.csv",F,OLD,woman over 50 years old,2,2
2020-08-14 13:10:42,2020-08-14 13:24:52,IP Address,100,850,True,2020-08-14 13:24:52,R_1ooHan3xq9e6MsU,anonymous,EN,I certify that I am 18 years of age or older.,"Yes, I agree to take part.",None of the above,1.001,470.619,485.302,12,"Well, taking into account that family time is paramount in being a good father, one must balance work and family. Having said that, it is just as important that a good father must do his best to provide for his family. I would suggest that you treat this way of working just as you would if you were working out of the home. Making it clear that you have a set time to be uninterrupted. Also, making it clear that normal workday, breaks, ie., lunch, personal breaks, etc. will be observed where you will be available for interaction. If possible prepare a quiet and solitary place where you can perform your duties without interruption of any kind. No through traffic, no TV's, no outdoor path, etc. It is helpful to rise at a certain time, work for specified times, and be sure to quit at a regular time. This routine will help family to fall in line with the rules and habits that will make for a smooth working and family environment. If you remain diligent and consistent you will find others will respect your time and appreciate your dedication to family, as well as, dedication to your work. Stay strong!","Well, taking into account that family time is paramount in being a good father one must balance work and family, having said that, it is just as important that a good father must do his best to provide for his family. I would suggest that you treat this way of working just as you would if you were working out of the home, making it clear that you have a set time to be uninterrupted. Also, making it clear that normal workday, breaks, i.e., lunch, personal breaks, etc. will be observed where you will be available for interaction. If possible prepare a quiet and solitary place where you can perform your duties without interruption of any kind. No through traffic, no TV's, no outdoor path, etc. It is helpful to rise at a certain time, work for specified times, and be sure to quit at a regular time. This routine will help the family to fall in line with the rules and habits that will make for a smooth working and family environment. If you remain diligent and consistent you will find others will respect your time and appreciate your dedication to family, as well as, dedication to your work. Stay strong!",0,9,gone,"F-OLD-S_August+15,+2020_02.29.csv",F,OLD,woman over 50 years old,2,2
2020-08-14 14:47:26,2020-08-14 14:54:24,IP Address,100,417,True,2020-08-14 14:54:25,R_3M5qLBr4lj0ZVBY,anonymous,EN,I certify that I am 18 years of age or older.,"Yes, I agree to take part.",None of the above,1.143,1.143,305.263,1,"Obviously, work and income are important and should be priorities. But, family and friends are also important and need to be priorities. The advantage of online work is that, depending upon the situation, you may be able to have the best of both worlds. If your online work lets you be flexible about the time frame you have to complete it, you could get up and work early, spend some time having lunch with your family, get back to work for the afternoon, and then leave early to participate in a family activity. After you get home, you could finish your work. Also, if your employer allows, you could choose to work certain days of the week. For example, if your family needs a babysitter on Tuesdays and Thursdays, you could work during the weekend and take off on the necessary days. It would be more difficult if your employer required set hours of you (e.g. Monday to Friday, 9 to 5). In this case, you have to exert a lot of discipline to complete your work activities. It is very easy to become distracted by personal or family things when you are working from home. You have to be diligent about getting up, setting a schedule, and completing your work on time. Since you will save on commuting time, you can devote that saved time to your family.","Obviously, work and income are important and should be priorities. But, family and friends are also important and need to be priorities. The advantage of online work is that, depending upon the situation, you may be able to have the best of both worlds. If your online work lets you be flexible about the time frame you have to complete it, you could get up and work early, spend some time having lunch with your family, get back to work for the afternoon, and then leave early to participate in a family activity. After you get home, you could finish your work. Also, if your employer allows, you could choose to work certain days of the week. For example, if your family needs a babysitter on Tuesdays and Thursdays, you could work during the weekend and take off on the necessary days. It would be more difficult if your employer required set hours of you (e.g. Monday to Friday, 9 to 5). In this case, you have to exert a lot of discipline to complete your work activities. It is very easy to become distracted by personal or family things when you are working from home. You have to be diligent about getting up, setting a schedule, and completing your work on time. Since you will save on commuting time, you can devote that saved time to your family.",0,10,gone,"F-OLD-S_August+15,+2020_02.29.csv",F,OLD,woman over 50 years old,2,2
